SaleID,price
0,39988.84005149214
1,276.5103647128719
2,6902.492151554692
3,11678.413971355183
4,504.957128439126
5,1775.039752131513
6,4532.794090842992
7,9579.407049660043
8,3879.8167327548877
9,2141.5107484622563
10,4001.372472421453
11,6367.567337713276
12,2687.293493445605
13,12506.117729408099
14,12218.129262129878
15,384.1920964691707
16,483.8555352832179
17,6026.682537643072
18,9666.846301872705
19,1474.8007677680603
20,4315.625822979315
21,12095.112290741094
22,1326.989153232905
23,15282.841248366474
24,1542.2310179861513
25,5784.18074850649
26,1499.5531022639054
27,3817.3243617917055
28,20937.13845019979
29,15809.592422973741
30,1637.6231238401074
31,263.75892821957
32,4263.005465401213
33,2742.3814470146062
34,3606.6927160332157
35,7285.954913643116
36,1039.2975018753195
37,4285.458087697502
38,27242.688714646625
39,1556.892912409466
40,13434.088027696956
41,3961.686292769873
42,16209.068287281274
43,26487.120908359437
44,7712.061471453464
45,1961.8542333938328
46,2914.8101825568283
47,45887.75263546175
48,1258.6338164802314
49,33463.1751172303
50,4911.5815418290285
51,9599.702083595006
52,1130.0966909827255
53,600.2747497297287
54,14045.3731702752
55,3752.2979919397926
56,761.87206069834
57,2460.2110631544124
58,1107.2850521691512
59,2429.4101193139527
60,9352.856724034598
61,3301.761737212456
62,1380.3734277117608
63,10748.008755380652
64,20539.279208785192
65,10071.39213816353
66,13456.170919000211
67,3268.1862236104366
68,1353.0148869285763
69,2907.0905444527357
70,1516.494043468217
71,590.8418750424627
72,1174.7984071787475
73,22489.371141709933
74,179.059809712215
75,1062.0250826308798
76,2784.5945379423415
77,7340.380168647554
78,2449.6544149740826
79,4804.670543824442
80,2251.791217013788
81,8710.975361728784
82,15054.58991192008
83,534.3310113501658
84,3726.6923036102808
85,3141.105292278359
86,35363.70088280352
87,308.82793718583844
88,3207.8421482811777
89,3228.617999673181
90,710.6774368440778
91,6742.536419933052
92,5758.788128014238
93,747.6563366050678
94,11765.858567596668
95,115.77324588025039
96,14142.516020927354
97,8517.030109489453
98,447.45504727087626
99,327.71010974732627
100,479.87780534572505
101,4175.091224959631
102,1515.1135923961501
103,2957.8295651922567
104,4245.767002936178
105,936.3582512370027
106,2074.8718799510975
107,578.2910570022881
108,7444.639209340028
109,2076.75756271811
110,3588.013252473963
111,11709.287267086826
112,9725.980279899197
113,1729.9763966641908
114,1154.1137103086103
115,2153.0666855215054
116,6687.810248772855
117,2639.917552919706
118,20671.171497514028
119,9943.106053759331
120,14552.962328550439
121,1612.1091562269123
122,7799.4480311774605
123,106.51265870526419
124,15105.618468356763
125,3849.50105759986
126,2252.1131263785755
127,15136.548909281122
128,33706.59654493967
129,2887.476978613954
130,3159.068145872554
131,858.5004844711483
132,4385.530571101929
133,6435.687564295964
134,14632.25144636114
135,1147.3985362494363
136,1364.2726357524775
137,2802.4330188998856
138,5618.6169587466675
139,944.0941261315522
140,1363.4171779648536
141,2135.1917149835826
142,9898.277718454367
143,5777.697097304641
144,1061.2828469392746
145,1696.661082486492
146,7086.056465094339
147,1195.9562860570027
148,2560.241759423312
149,680.4571207009506
150,3729.2821731191
151,7814.192307011226
152,542.0566162125162
153,944.8894643556567
154,19864.071816036172
155,2935.40165760974
156,522.2343522472878
157,5230.925449827745
158,1227.5595712880806
159,9161.953704974201
160,48035.54575138533
161,896.4844452940551
162,741.5386234355504
163,786.3755219134056
164,5324.833045966766
165,3600.280002508745
166,6297.335585029007
167,2361.8812202671247
168,4425.976912946677
169,2126.6362026269067
170,3063.976854065187
171,3892.780882752917
172,1670.3619975474403
173,6424.301154794785
174,2186.982915324427
175,611.2939515165133
176,23118.332234753296
177,160.7822795536884
178,2217.7550928925
179,2860.665707286127
180,1001.189841724732
181,1288.7626101818396
182,6385.76827395613
183,1000.5824399439623
184,450.3482897150181
185,8281.3548956568
186,2658.07972843698
187,19341.9694941129
188,2795.7744504889397
189,5099.526597426877
190,5676.928370710236
191,173.70510303515087
192,1904.582639377813
193,3655.451133544428
194,15528.951746333812
195,915.5310174904962
196,18195.924262057575
197,2987.9343619095316
198,4131.105888940071
199,2209.8109781874987
200,2220.960694614528
201,9712.69912101952
202,2362.2317694269254
203,498.5370134792745
204,4043.15906846352
205,1098.9973740145736
206,12889.794114449915
207,1626.496615776854
208,1193.7614493359913
209,2198.0413032508445
210,6080.227921182446
211,11084.570983921956
212,11145.290593597156
213,967.2825041400132
214,4608.770563248873
215,192.28793240537797
216,25036.63190151439
217,2754.464192138173
218,11184.190787780322
219,10183.735997865422
220,1865.4643187389174
221,9489.030551983875
222,1021.8687258463606
223,4962.142043980037
224,536.594563737167
225,928.7657054066428
226,5158.446368555654
227,668.4535167453735
228,978.1894032757737
229,656.8455462057628
230,5257.9972673897655
231,733.8590455287364
232,9304.715310868613
233,1794.487300392615
234,934.733393095196
235,2697.825762833999
236,652.9149922516548
237,1499.716471176199
238,811.7272089410659
239,1216.5537358623014
240,7925.897203340681
241,1824.6468411765684
242,7625.230863084729
243,3942.5497369104414
244,292.0537261148095
245,2229.4905958308505
246,1914.505862924036
247,2744.116273902696
248,1609.8967094549107
249,4047.764152192384
250,775.409173306068
251,879.3805347118887
252,15366.217136805637
253,2368.9114990003045
254,4333.7274221471625
255,10355.444229439638
256,360.8521077274433
257,6923.6270282724
258,8463.000828953329
259,1966.2675583751811
260,9196.487545772277
261,2384.86217021747
262,715.3462560174421
263,4301.3419521412625
264,920.0134499598184
265,1752.5015636819487
266,467.5636402045171
267,5348.259476673544
268,1511.4471502291597
269,14096.993991678128
270,1039.996264609034
271,3800.0457906306565
272,29403.53541958989
273,25899.182771050277
274,639.1010972602606
275,124.38356861496254
276,2389.2449374223847
277,10911.133127817939
278,41031.19921017528
279,8120.578088675703
280,3277.0052274222317
281,918.0842348075357
282,771.089529715483
283,25509.55578836076
284,4002.179321463238
285,7676.399338151799
286,16906.51183274747
287,795.1033112357433
288,1753.840024639474
289,304.0945788063168
290,5076.434618655831
291,21974.239823200653
292,9111.86399887517
293,2803.304418558211
294,14029.81089807433
295,1193.6248858578952
296,9338.967555922436
297,382.07341973852533
298,3750.308291940289
299,184.04149200584044
300,4466.6223073251085
301,27992.23740618713
302,677.8242697359203
303,3394.330943916138
304,992.5023934906126
305,2345.8983789520626
306,5045.623309401382
307,14193.06368219665
308,1313.177229947348
309,1829.3809516216306
310,1029.1844408851093
311,12272.64615206489
312,7443.4406004086995
313,6852.038487158133
314,529.1041332970956
315,1948.8912682738746
316,19593.156014635213
317,16025.450638335959
318,6045.827300864187
319,16772.413854834005
320,3516.7617829091755
321,2509.1613016345095
322,4157.201138630116
323,9985.755328226729
